SPCOTIA                         120520200005000030
SPCAMPINAS                      180320200009000070
SPCAMPINAS                      060420200005500045
ACRIO BRANCO                    080520200003200016
MGBELO HORIZONTE                180620200010000080
SPSAO PAULO                     200620200120000500
SPSAO PAULO                     230720200070000200
SPSAO PAULO                     090720200050000150
CEFORTALEZA                     210420200040000200
SPSAO PAULO                     200620200120000500
SPSAO PAULO                     230720200070000200
SPSAO PAULO                     090720200050000150
SPSAO PAULO                     200620200120000500
SPSAO PAULO                     230720200070000200
SPSAO PAULO                     090720200050000150
SPSAO PAULO                     200620200120000500
SPSAO PAULO                     230720200070000200
SPSAO PAULO                     090720200050000150
SPSAO PAULO                     200620200120000500
SPSAO PAULO                     230720200070000200
SPSAO PAULO                     090720200050000150
SPSAO PAULO                     200620200120000500
SPSAO PAULO                     230720200070000200
SPSAO PAULO                     090720200050000150
SPSAO PAULO                     200620200120000500
SPSAO PAULO                     230720200070000200
SPSAO PAULO                     090720200050000150
SPSAO PAULO                     200620200120000500
SPSAO PAULO                     230720200070000200
SPSAO PAULO                     090720200050000150
SPSAO PAULO                     200620200120000500
SPSAO PAULO                     230720200070000200
SPSAO PAULO                     090720200050000150
SPSAO PAULO                     200620200120000500
SPSAO PAULO                     230720200070000200
SPSAO PAULO                     090720200050000150
SPSAO PAULO                     200620200120000500
SPSAO PAULO                     230720200070000200
SPSAO PAULO                     090720200050000150
SPSAO PAULO                     200620200120000500
SPSAO PAULO                     230720200070000200
SPSAO PAULO                     090720200050000150
SPSAO PAULO                     200620200120000500
SPSAO PAULO                     230720200070000200
SPSAO PAULO                     090720200050000150
